Arabizi,English
cher9,east
char9,east
ghrb,west
gherb,west
gharb,west
chamal,north
janoub,south
janob,south
mnTa9a,region
manTa9a,region
menTa9a,region
ma7TTa,station
ma7aTTa,station
ma7eTTa,station
mahtta,station
7anout,shop
7anot,shop
chari3,street
chaari3,street
Tri9,road
Tre9,road
lotorot,highway
lotorout,highway
sikteur,neighborhood
siktour,neighborhood
saa7a,square
sa7a,square
saaha,square
9hwa,coffee shop
9ahwa,coffee shop
9ehwa,coffee shop
9a8wa,coffee shop
borj,tower
mktaba,library
mektaba,library
maktaba,library
otil,hotel
hotel,hotel
otel,hotel
klinik,clinic
clinique,clinic
pisin,swimming pool
picin,swimming pool
piscine,swimming pool
tritwar,sidewalk
trotwar,sidewalk
tritouar,sidewalk
trotouar,sidewalk
ttija8,direction
ittija8,direction
ttijah,direction
ittijah,direction
limn,right
limen,right
liman,right
lisr,left
lisser,left
lissar,left
masafa,distance
massafa,distance
misa7a,area
misaa7a,area
misaha,area
sifara,embassy
wrda,rose
warda,rose
nbta,plant
nabta,plant
nebta,plant
chouk,thorn
nkhla,palm tree
nakhla,palm tree
na5la,palm tree
nekhla,palm tree
chjra,tree
chejra,tree
chajra,tree
chjr,trees
chjer,trees
chjar,trees
Sbbar,cactus
SafSaf,willow
SefSaf,willow
Sanawbar,pine
3rch,branch
aarch,branch
sawsan,iris
zira3a,agriculture
zrri3a,seed
zarri3a,seed
zerri3a,seed
gazo,grass
gazon,grass
lgazo,grass
rbi3,grass
rrbi3,grass
jdr,root
jder,root
trab,soil
gddam,in front of
godam,in front of
goddam,in front of
mora,behind
moura,behind
fog,on
foug,on
t7t,under
taht,under
ta7t,under
3la,about
aala,about
b3d,after
be3d,after
ba3d,after
Dedd,against
Dadd,against
fost,among
b7al,as
bhal,as
b7al,like
bhal,like
f,at
fi,at
bsbab,because of
bsabab,because of
9bl,before
9bel,before
qbel,before
9bal,before
mora,behind
moura,behind
wra,behind
t7t,below
lt7t,below
te7t,below
ta7t,below
7da,beside
hda,beside
bin,between
b,by
bi,by
bwasiTat,by means of
b wasiTat,by means of
t7t,down
ta7t,down
te7T,down
fou9t,during
f w9t,during
fw9t,during
ma3ada,except
ma 3ada,except
tab3,following
taab3,following
tabaa,following
l,to
li,to
l,for
li,for
mn,from
men,from
f,in
fi,in
za2id,in addition
ila,if
bima fiha,including
daakhl,inside
daa5l,inside
dakhl,inside
da5l,inside
khaarj,outside
5aarj,outside
kharj,outside
5arj,outside
mn,of
men,of
3la,over
aala,over
bnnisba,regarding
bnisba,regarding
b nnisba,regarding
b nisba,regarding
mn,since
men,since
f ttija8,toward
f tijah,toward
fttijah,toward
ftija8,toward
7tal,until
m3a,with
maa,with
7it,because
7int,because
7itach,because
7intach,because
bach,in order to
7jjam,barber
7ejjam,barber
7ajjam,barber
hajjam,barber
7lla9,barber
7ella9,barber
7alla9,barber
hallaq,barber
gzzar,butcher
guezzar,butcher
gazzar,butcher
Tbib,doctor
frmlia,nurse
fermlia,nurse
farmlia,nurse
modir,director
moudir,director
fnnan,artist
fennan,artist
fannan,artist
trisyan,electrician
trician,electrician
mo8ndis,engineer
mohndis,engineer
flla7,peasant
fella7,peasant
falla7,peasant
fllah,peasant
Sa7afi,journalist
Sahafi,journalist
9aDi,judge
qaDi,judge
mo7ami,lawyer
mou7ami,lawyer
mohami,lawyer
mikanisyan,mechanic
mikanician,mechanic
mecanician,mechanic
wakil,prosecutor
ouakil,prosecutor
bolisi,cop
bolissi,cop
jadarmi,gendarme
rssam,painter
rassam,painter
moSwwir,photographer
moSwwer,photographer
moSwir,photographer
moSwer,photographer
srbay,waiter
serbay,waiter
sarbay,waiter
srbaya,waitress
serbaya,waitress
sarbaya,waitress
khyyaT,tailor
khiaT,tailor
5ayyaT,tailor
khayyaT,tailor
safir,ambassador
safyr,ambassador
mostachar,advisor
mostachaar,advisor
plombi,plumber
mo9awil,entrepreneur
modir,director
mowDDaf,employee
sikritira,assistant
khDDar,greengrocer
njjar,carpenter
7rayfi,craftsperson
Sbbagh,painter
n77at,sculptor
mol ddjaj,poultryman
mol l7out,fishmonger
moSwwir,photographer
oustad,professor
ostad,professor
mol taxi,Taxi driver
chifour,driver
chifor,driver
kherraz,shoemaker
khrraz,shoemaker
5rraz,shoemaker
5erraz,shoemaker
mol lmSbana,
gbbaS,
jlayji,
ana,me
ana,I
nta,you
nti,you
hoa,him
howa,him
8owa,him
8oa,him
hia,her
hya,her
8ya,her
8ia,her
7na,us
7na,we
ntoma,you
ntouma,you
homa,them
houma,them
8ouma,them
8oma,them
ayy wahd,everyone
tta wahd,anyone
ayyatoha haja,anything
kolchi,everything
koulchi,everything
kollchi,everything
koullchi,everything
hada,this
hadi,this
hadchi,this
had,this
dak,that
hadak,that
hadik,that
hado,these
hadou,these
hado,those
hadou,those
imta,when
fo9ach,when
foqach,when
fine,where
fin,where
w9tach,when
wa9tach,when
we9tach,when
3lach,why
aalach,why
kifach,why
ach,what
chno,what
chkon,who
kifach,how
ktr,more
kter,more
ktar,more
aktar,most
a9al,least
9el,less
9al,less
chi 7edd,someone
chi 7ed,someone
chi7ed,someone
chi7edd,someone
dyali,mine
diali,mine
dyalo,his
dialo,his
dialou,his
dyalou,his
dyalha,her
dialha,her
dial8a,her
dyal8a,her
dyalha,hers
dialha,hers
dial8a,hers
dyal8a,hers
dyalhom,their
dialhom,their
dial8om,their
dyalhoum,their
dyalhom,theirs
dialhom,theirs
dial8om,theirs
dyalhoum,theirs
dyalna,our
dialna,our
dyalna,ours
dialna,ours
dyawli,mine
diawli,mine
dyawlo,his
diawlo,his
diawlou,his
dyawlou,his
dyawlha,her
diawlha,her
diawl8a,her
dyawl8a,her
dyawlha,hers
diawlha,hers
diawl8a,hers
dyawl8a,hers
dyawlhom,their
diawlhom,their
diawl8om,their
dyawlhoum,their
dyawlhom,theirs
diawlhom,theirs
diawl8om,theirs
dyawlhoum,theirs
dyawlna,our
dialna,our
dyawlna,ours
dialna,ours
b7al,such
bhal,such
3rram,plenty of
3erram,plenty of
SSla,pray
SSala,pray
Sala,pray
Syam,fasting
Siam,fasting
lhej,pilgrimage
lhajj,pilgrimage
7ejj,pilgrimage
l7ej,pilgrimage
zakat,charity
jam3,mosque
jama3,mosque
jame3,mosque
lihoud,jews
li8oud,jews
li8od,jews
nSara,christians
imane,faith
2yman,faith
koffar,unbelievers
rou7,soul
rouh,soul
jenna,heaven
janna,heaven
nnar,hell
nar,hell
jahnam,hell
ja8nnam,hell
jahennam,hell
ja8annam,hell
lakhra,afterlife
akhira,afterlife
lakhira,afterlife
akhra,afterlife
chrab,alcohol
malak,angel
ddin,religion
dine,religion
ddine,religion
dine,religion
loDo,ablution
woDou,ablution
woDou2,ablution
lwoDo2,ablution
3ti9ad,belief
i3ti9ad,belief
chiTan,satan
chayTan,satan
jnn,demon
jenn,demon
3issa,jesus
3isa,jesus
ibrahim,abraham
moussa,moses
mossa,moses
khalifa,caliph
5alifa,caliph
kanissa,church
kanisa,church
fir3awn,pharaoh
jibril,gabriel
3zrayl,azrael
3zaryn,azrael
chaba7,ghost
chabah,ghost
lboudia,buddhism
daoud,david
nou7,noah
nouh,noah
taTwwor,evolution
taTwor,evolution
jaza2,reward
jazaa,reward
Salib,cross
Salyb,cross
T8ara,circumcision
Thara,circumcision
khtana,circumcision
5tana,circumcision
SSa7aba,companions of the prophet
Sa7aba,companions of the prophet
fi98,theory of islamic law
fi9h,theory of islamic law
fiqh,theory of islamic law
chari3a,islamic law
chariaa,islamic law
ftwa,interpretation of islamic law
fatwa,interpretation of islamic law
fetwa,interpretation of islamic law
khayr,good
khair,good
5ayr,good
5air,good
charr,evil
cherr,evil
9or2an,quran
mo9ddas,holy
mo9addas,holy
9ods,jerusalem
l9ods,jerusalem
rou7,spirit
rouh,spirit
rou7ania,spirituality
rouhania,spirituality
9iama,resurrection
l9iama,resurrection
9yama,resurrection
l9yama,resurrection
janaza,funeral
gnaza,funeral
dbn,sin
denb,sin
danb,sin
Sob7,morning prayer
Sobh,morning prayer
Do8r,noon prayer
Dohr,noon prayer
Doher,noon prayer
Do8ar,noon prayer
l3aSr,afternoon prayer
l3aSer,afternoon prayer
3aser,afternoon prayer
3asar,afternoon prayer
lmghrb,sunset prayer
lmghreb,sunset prayer
lmoghrab,sunset prayer
mghrab,sunset prayer
l3cha,evening prayer
laacha,evening prayer
3cha,evening prayer
zawia,sect
zaouia,sect
injil,bible
masi7,christ
masy7,christ
masih,christ
allah,god
alah,god
Lah,god
rassoul,prophet
rasoul,prophet
mslm,muslim
meslem,muslim
moslim,muslim
sonni,sunni
chi3i,shi ite
mol7id,atheist
molhid,atheist
il7ad,atheism
ilhad,atheism
Sm3a,minaret
Sem3a,minaret
Sam3a,minaret
adan,call to prayer
adaan,call to prayer
7lal,permitted
hlal,permitted
7ram,forbidden
hram,forbidden
mo3jiza,miracle
zrbia tSSla,prayer rug
zrbia t SSla,prayer rug
zerbia t SSla,prayer rug
zarbia tSSla,prayer rug
riaDa,sport
ryaDa,sport
kora,soccer
koura,soccer
box,boxing
boux,boxing
jjra,jogging
tirane,stadium
tiran,stadium
touni,shirt
ttouni,shirt
ligat,gloves
lligat,gloves
lasal,gym
lassal,gym
l7did,bodybuilding
le7did,bodybuilding
la7did,bodybuilding
mo3lli9,sports commentator
mo3alli9,sports commentator
8iwaya,hobby
8iwaia,hobby
lo3ba,game
fr9a,team
fer9a,team
far9a,team
farqa,team
8adaf,goal
goul,goalkeeper
gol,goalkeeper
mo8ajim,attacker
modafi3,defender
7akam,referee
hakam,referee
modrrib,coach
modarrib,coach
modarib,coach
kofra,free kick
mobachir,live
rb7,win
rba7,win
rbe7,win
rbah,win
khsr,lose
5sar,lose
khasara,lose
ta3adoul,a tie
ta3adol,a tie
3oman,swimming
3ouman,swimming
3oumane,swimming
karta,cards
carta,cards
ghchach,cheater
ghchchach,cheater
7fla,party
7afla,party
7efla,party
hafla,party
siba9,race
sibaq,race
boTola,league
lboTola,league
boToula,league
boTola,championship
lboTola,championship
boToula,championship
baskit,basketball
basket,basketball
bizbol,baseball
kas,cup
kass,cup
kasl3alam,world cup
kas l3alam,world cup
rigbi,rugby
rrigbi,rugby
regbi,rugby
regby,rugby
chTrnj,chess
chTranj,chess
chaTranj,chess
cheTranj,chess
tania,second
thania,second
d9i9a,minute
daqiqa,minute
da9i9a,minute
sa3a,hour
yawm,day
youm,day
nhar,day
lbar7,yesterday
lbare7,yesterday
lbareh,yesterday
lbarh,yesterday
daba,now
drok,now
lyom,today
liom,today
lioma,today
lyoma,today
ghdda,tomorrow
ghedda,tomorrow
ghadda,tomorrow
wellbar7,the day before yesterday
wallbare7,the day before yesterday
wllbare7,the day before yesterday
b3d ghdda,the day after tomorrow
ba3d ghdda,the day after tomorrow
be3d ghdda,the day after tomorrow
simana,week
semana,week
ch8r,month
ch8ar,month
chher,month
chhar,month
3am,year
9rn,century
9arn,century
9ern,century
qarn,century
tnin,monday
ttnin,monday
tlat,tuesday
ttlat,tuesday
larb3,wednesday
larba3,wednesday
larbe3,wednesday
lkhmis,thursday
l5miss,thursday
lakhmis,thursday
lekhmis,thursday
jm3a,friday
jam3a,friday
jem3a,friday
jjm3a,friday
sbt,saturday
ssbt,saturday
sabt,saturday
ssebt,saturday
l7d,sunday
l7ed,sunday
l7add,sunday
l7edd,sunday
wikand,weekend
lwikand,weekend
weekend,weekend
lweekend,weekend
yanayir,january
yanayr,january
fibrayr,february
fibrayer,february
mars,march
abril,april
may,may
yonyo,june
yolyoz,july
youlyouz,july
ghocht,august
chotanbir,september
oktoubr,october
oktobr,october
nowanbir,november
dojanbir,december
doujanbir,december
ch8er wahd,january
ch8ar wahd,january
ch8r wa7d,january
ch8er wa7d,january
ch8er jouj,february
ch8ar jouj,february
ch8r jouj,february
ch8er joj,february
ch8er tlata,march
ch8ar tlata,march
ch8r tlata,march
ch8er rb3a,april
ch8ar rb3a,april
ch8r rb3a,april
ch8er reb3a,april
ch8er khmsa,may
ch8ar khmsa,may
ch8r khmsa,may
ch8er khamsa,may
ch8er stta,june
ch8ar stta,june
ch8r stta,june
ch8er setta,june
ch8er sb3a,july
ch8ar sb3a,july
ch8r sb3a,july
ch8er seb3a,july
ch8er tmnia,august
ch8ar tmnia,august
ch8r tmnia,august
ch8er tmenia,august
ch8er ts3oud,september
ch8ar ts3oud,september
ch8r ts3oud,september
ch8er ts3eud,september
ch8er 3chra,october
ch8ar 3chra,october
ch8r 3chra,october
ch8er 3echra,october
ch8er 7Dach,november
ch8ar 7Dach,november
ch8r 7Dach,november
ch8er Tnach,december
ch8ar Tnach,december
ch8r Tnach,december
w9t,time
wa9t,time
we9t,time
7aDir,present
7aDer,present
7aDr,present
most9bal,future
mosta9bal,future
mostaqbal,future
mostqbal,future
maDi,past
maaDi,past
llarob,quarter to
llaroub,quarter to
o 9sem,five past
o9sem,five past
oqsem,five past
o 9smayn,ten past
o9smayn,ten past
oqsmayn,ten past
o rb3,quarter past
orb3,quarter past
orba3,quarter past
o ness,half past
oness,half past
onss,half past
onass,half past
o sb3 9sam,thirty five past
osb39sam,thirty five past
o sbaa qsam,thirty five past
o sba3 9sam,thirty five past
9ll toulout,twenty to
9ll tolot,twenty to
9ll 9smayn,ten to
9ll9smayn,ten to
9ll 9sm,five to
9ll9sm,five to
mn,since
men,since
lil,night
llil,night
lile,night
Sba7,morning
Sbah,morning
3chia,evening
aachia,evening
wst nhar,midday
wstnhar,midday
ftra,period
fatra,period
fetra,period
magana,clock
sa3a,clock
monasaba,occasion
mounasaba,occasion
monaasaba,occasion
nssa3a,half an hour
nss sa3a,half an hour
ness sa3a,half an hour
nessa3a,half an hour
robo3sa3a,quarter of an hour
robo3 sa3a,quarter of an hour
tolotsa3a,twenty minutes
tolot sa3a,twenty minutes
tolout sa3a,twenty minutes
toloutsa3a,twenty minutes
m3a,with
maa,with
m3aya,with me
maaya,with me
m3aha,with her
m3a8a,with her
m3ahom,with them
m3a8om,with them
m3ahoum,with them
m3a8oum,with them
m3ana,with us
maana,with us
m3ah,with him
m3a8,with him
maah,with him
3ndi,I have
3andi,I have
andi,I have
aandi,I have
3ndo,he has
3ando,he has
3endo,he has
aando,he has
3ndha,she has
3andha,she has
3endha,she has
3and8a,she has
3ndhom,they have
andhoum,they have
aandhom,they have
3andhoum,they have
3ndna,we have
aandna,we have
3andna,we have
3endna,we have
fia,in me
fyya,in me
fya,in me
fia,I can
fyya,I can
fya,I can
fih,in him
fi8,in him
fih,he can
fi8,he can
fiha,in her
fi8a,in her
fiha,she can
fi8a,she can
fihom,in them
fi8om,in them
fihoum,in them
fi8oum,in them
fihom,they can
fi8om,they can
fihoum,they can
fi8oum,they can
fina,in us
fina,we can
noubti,my turn
nobti,my turn
noubtek,your turn
noubtk,your turn
nobtk,your turn
nobtek,your turn
noubtna,our turn
nobtna,our turn
noubtkom,your turn
nobtkoum,your turn
noubtkoum,your turn
noubthom,their turn
nobthoum,their turn
nobt8om,their turn
noubthom,their turn
7daya,beside me
hdaya,beside me
7dak,beside you
hdak,beside you
7dah,beside him
hdah,beside him
7da8,beside him
7daha,beside her
hdaha,beside her
7da8a,beside her
7dana,beside us
hdana,beside us
7dahom,beside them
7dahoum,beside them
7da8om,beside them
hdahoum,beside them
hakka,like this
hokka,like this
8akka,like this
8okka,like this
Safi,alright
mo7al,not sure
mou7al,not sure
mohal,not sure
mouhal,not sure
rah,in fact
ra8,in fact
afin,Hi
afen,Hi
afine,Hi
baraka,enough
bllati,wait
blati,wait
bellati,wait
ballati,wait
3ibadlah,people
3ibad lah,people
3ibad allah,people
ibadlah,people
lay7fDk,thanks
lay7afDek,thanks
lay7fDek,thanks
lay7afDak,thanks
lay7fDk,please
lay7afDek,please
lay7fDek,please
lay7afDak,please
laykhllik,please
lah ikhellik,please
laykhellik,please
lah ikhllik,please
red lbal,pay attention
rdlbal,pay attention
rdd lbal,pay attention
redd lbal,pay attention
ga3,absolutely
ga3,whatsoever
darija,moroccan dialect
ddarija,moroccan dialect
3awttani,again
3awdtani,again
aawttani,again
3awtani,again
f,in
ila,if
sidi,Mr
lalla,Mme
ssi,Mr
moulay,Mr
molay,Mr
ah,yes
lla,no
la,no
3ndi,I have
aandi,I have
3endi,I have
3andi,I have
3ndk,you have
aandak,you have
3ndk,you have
3ndo,he has
aando,he has
3endo,he has
3ndha,she has
aandha,she has
3nd8a,she has
3endha,she has
3ndna,we have
aandna,we have
3endna,we have
3andna,we have
3ndhom,they have
aandhom,they have
3nd8om,they have
3ndhoum,they have
3ndkom,you have
aandkom,you have
3endkom,you have
3ndkoum,you have
mojoud,available
mojod,available
kayn,available
gha+,will
ghayr,non
7tta,even
htta,even
fa9aT,only
ghir,only
gher,only
imkn,could
imken,could
yemken,could
mazal,still
Tab3an,sure
7sen,better
7ssen,better
7san,better
hsen,better
yallah,let us
yalla8,let us
chi,some
syyda,lady
syda,lady
swa,whether
smo7at,i am sorry
ssmo7at,i am sorry
ssmou7at,i am sorry
chokran,thank you
lhajj,Mr.
l7ajj,Mr.
lhajja,Mrs.
l7ajja,Mrs.
m3llm,Mr.
m3allam,Mr.
m3llem,Mr.
chrif,Mr.
chchrif,Mr.
chrifa,Mrs.
chchrifa,Mrs.
n3amasidi,Mr.
n3amalalla,Mrs.
bS77a,cheers
bSe77a,cheers
bSa77a,cheers
bS7a,cheers
srbi,hurry
serbi,hurry
sarbi,hurry
mazal,not yet
7bes,stop
7bs,stop
gollia,tell me
hahoa,here it is
hahowa,here it is
8a8oa,here it is
hahia,here she is
hahya,here she is
8a8ya,here she is
hahoma,here they are
ha homa,here they are
8a8oma,here they are
ewa mohim,anyway
ewa lmohim,anyway
yallah,just
b7ra,just
be7ra,just
ba7ra,just
yallah,let us go
mchina,let us go
ya salam,impressive
yasalam,impressive
3la brra,outside
3la berra,outside
berra,outside
brra,outside
ssfli,ground floor
ssefli,ground floor
machi mochkil,no worries
3Tini,give me
ach glti,what did you say
akid,sure
2akid,sure
wakha,ok
wa5a,ok
mamsalich,busy
ahlan,hello
a8lan,hello
2a8lan,hello
salam,Hi
salamo3alaykom,Hello
salamo3laikom,Hello
mr7ba,welcome
mer7ba,welcome
mar7ba,welcome
merhba,welcome
bikhir,fine
bi5ir,fine
bslama,goodbye
beslama,goodbye
3afak,please
afak,please
eafak,please
idan,so
blmonasaba,by the way
bl monasaba,by the way
belmounasaba,by the way
blmonaasaba,by the way
b Tabi3t l7al,of course
bTabi3t l7al,of course
b Tabi3at l7al,of course
mn Tabi3t l7al,of course
fhemt,I get it
f8emt,I get it
fhmt,I get it
f8mt,I get it
b7al b7al,either way
bhal bhal,either way
b7alb7al,either way
ti99en,make sure
ty99en,make sure
3la 9bli,for me
3la 9ebli,for me
3la 9abli,for me
Thella,take care
T8ella,take care
Thela,take care
Thalla,take care
bsse7!,really!
bSSa7!,really!
beSSe7!,really!
jat m3ak,it suits you
ja m3ak,it suits you
jatk hia hadik,it suits you
jak hoa hadak,it suits you
3ll a9all,at least
3la9all,at least
3ell a9all,at least
3ella9ell,at least
7tta fikra,no idea
adna fikra,no idea
ila akhirih,etc
bss7,really
bssa7,really
bssah,really
bsse7,really
wah,really
wa8,really
wayli,really
waili,really
moul dar,husband
mouldar,husband
moulat dar,wife
moulatdar,wife
7ass brasou,arrogant
7ass braso,arrogant
ch7al hada,a while ago
ch7al hadi,a while ago
Sba7 lkhir,good morning
Sba7lkhir,good morning
3la ghfla,suddenly
3la ghefla,suddenly
3la ghafla,suddenly
msa lkhir,good evening
msalkhir,good evening
tSb7 3la khir,good night
tSbe7 3la khir,good night
tSba7 3la khir,good night
hamdolah,thank god
hamdolilah,thank god
lhamdolah,thank god
mtchrrfin,nice to meet you
metcherrfin,nice to meet you
mtcharrfin,nice to meet you
mtcherrfin,nice to meet you
Tri9 ssalama,have a nice trip
Tri9 salama,have a nice trip
afin akhona,how are you brother
afen akhona,how are you brother
afen akhouna,how are you brother
allah iktter khirk,thank you
lah iktter khirek,thank you
la chokra 3ala wajib,you are welcome
l3afw,you are welcome
l3afow,you are welcome
sm7 lia,sorry
sme7 lia,sorry
sma7 lia,sorry
maykon bas,good recovery
mykon bas,good recovery
maykon bass,good recovery
allah iyesser,good luck
lah iyesser,good luck
layesser,good luck
mbrouk,congratulations
mebrouk,congratulations
mabrouk,congratulations
mbrok,congratulations
bS77a,your good health
bSS7a,your good health
39balik,I wish the same for you
3o9balik,I wish the same for you
ajarakom allah,my condolences
ajarakoum lah,my condolences
ajarakom lah,my condolences
allah ir7mo,god have mercy on him
lah ire7mo,god have mercy on him
allah ire7mo,god have mercy on him
rdd lbal,be careful
redd lbal,be careful
redlbal,be careful
hadchi fchkel,this is weird
hania,do not worry
safi nsa,never mind
mrra khra,next time
merra khra,next time
8Dra khawya,nonsense
hdra khawya,nonsense
wach bSS7,really
wach bSSe7,really
nchoufouk,see you
hani jay,I will be back
8ani jay,I will be back
ch7al f ssa3a,what time is it
ch7al fsa3a,what time is it
3lach lla,why not
3lach la,why not
wach nta,are you
wach t9dr,can you
fkkrni,remind me
fekkerni,remind me
fakkerni,remind me
ch7al dayra hadi,how much is this
ch7al dayr hada,how much is this
tfDDl,please come in
tfDDel,please come in
tfeDDel,please come in
tfaDDal,please come in
ach kayn,what is wrong
ach kayen,what is wrong
kolla nhar,every day
kolla n8ar,every day
fink,where are you
finek,where are you
lli fat,past
ghayr 3adi,unusual
3ndo 9ima,valuable
3endo 9ima,valuable
3ndo 9yma,valuable
3la ghfla,sudden
3la ghefla,sudden
3la ghafla,sudden
dyal DDo,electric
makaytSenne3ch,cool
Tal3 lih demm,mad
w9t kaml,full-time
we9t kaml,full-time
wa9t kaml,full-time
dyal lm3da,gastric
dyal lme3da,gastric
dyal lma3da,gastric
momkin it9arn,comparable
momkin it9aren,comparable
fayt l9yas,excessive
fayet l9yas,excessive
3llmada l9aSir,short-term
3la lmada l9aSir,short-term
sa8l toSl lih,accessible
sahl toSl lih,accessible
a9all 7edd,minimal
a9all 7add,minimal
ma3ndo a8ammia,irrelevant
ma3ndoch a8ammia,irrelevant
3ndo a8ammia,relevant
3ando a8ammia,relevant
ma3ndo 9ima,useless
ma3ndoch 9ima,useless
ma3ndouch 9ima,useless
3ndo 9ima,worthy
3endo 9ima,worthy
3ndo zz8er,lucky
3endo zzher,lucky
3ndo zzhar,lucky
9aDi lgharad,satisfactory
n8ar 3la n8ar,day-to-day
nhar 3la nhar,day-to-day
mchkok fih,doubtful
mchkouk fih,doubtful
maymknch tyye98a,incredible
maymknch tyye9ha,incredible
dayr ttaman,costly
mntachr bzzaf,large-scale
mntacher bzzaf,large-scale
t7t larD,underground
te7t larD,underground
ta7t larD,underground
3ndo m3na,meaningful
3endo ma3na,meaningful
3ando ma3na,meaningful
3endo me3na,meaningful
fih SSda3,noisy
fih Sda3,noisy
fih DDajij,noisy
fih Dajij,noisy
fih ddajij,noisy
3ndo lmana3a,immune
3endo lmana3a,immune
ma3ndo m3na,absurd
ma3endo me3na,absurd
ma3ndo tta m3na,absurd
ma3ndo ta ma3na,absurd
ghayr msbou9,unprecedented
ghayr masbou9,unprecedented
ma3ndo taman,invaluable
ma3ando taman,invaluable
9bl lwe9t,premature
9bel lwe9t,premature
9bel lwa9t,premature
mabghah 7dd,unwanted
mabghah 7edd,unwanted
mabghah tta 7dd,unwanted
mabghah tta 7edd,unwanted
khda b3in l i3tibar,consider
khda b3in l3tibar,consider
khda b 3in l3tibar,consider
ba3 o chra,trade
makayn bas,no worries
ma3ndi mangol,perfect
ma3nedi mangol,perfect
ma3ndi mangoul,perfect
dakchi 3lach,that's why
kolla ch8r,monthly
kolla ch8er,monthly
kolla ch8ar,monthly
kolla nhar,daily
kola nhar,daily
kolla 3am,yearly
kola 3am,yearly
kolla simana,weekly
kola simana,weekly
kolla sa3a,hourly
kola sa3a,hourly
kolla mrra,each time
kola mrra,each time
mn daba chwia,soon
men daba chwia,soon
Trofa sghar,smithereens
ila l 2abad,forever
ila l2abad,forever
ila l 2abad,forever
aji,hey
moul,possessor of
mol,possessor of
fhad tawakhir,lately
l,the
el,the
al,the
wa7d,a
wahd,a
wa7d,an
wahd,an
ayy,any
akhor,another
a5or,another
kla,eat
chrb,drink
chreb,drink
dkhel,enter
dkhl,enter
dkhal,enter
d5el,enter
d5l,enter
d5al,enter
khrj,go out
khraj,go out
khrej,go out
5rj,go out
5raj,go out
5rej,go out
fhem,understand
fhm,understand
fham,understand
f8em,understand
f8m,understand
f8am,understand
chr7,explain
chra7,explain
chre7,explain
chrh,explain
chreh,explain
chrah,explain
9ra,learn
qra,learn
9rra,teach
9erra,teach
qrra,teach
qerra,teach
sm3,hear
sme3,hear
sma3,hear
chaf,see
chaaf,see
chm,smell
chemm,smell
chmm,smell
chem,smell
da9,taste
daq,taste
9as,touch
qas,touch
mcha,go
ja,come
tl3,ascend
tla3,ascend
tle3,ascend
nzl,go down
nzel,go down
3am,swim
ghr9,drown
ghra9,drown
ghre9,drown
lbs,wear
lbes,wear
slt,take off
slet,take off
slat,take off
chra,buy
ba3,sell
baa3,sell
ttawa,bargain
ktb,write
kteb,write
ms7,clean
msa7,clean
msah,clean
msh,clean
drab,hit
dreb,hit
tsalm,salute
tsalem,salute
3ya,fatigue
3ia,fatigue
tskhskh,exhaust
tsakhsakh,exhaust
tsa5sa5,exhaust
ts5s5,exhaust
tsekhsekh,exhaust
D7k,laugh
D7ek,laugh
D7ak,laugh
ghdb,anger
ghdab,anger
jab,bring
kan,was
dar,do
dir,do
gal,say
3ndo,have
3ando,have
3endo,have
chedd,get
chdd,get
fkkr,think
fkker,think
fkkar,think
ba,want
bgha,want
l9a,find
lqa,find
3Ta,give
khdm,work
khdam,work
khdem,work
5dem,work
5dam,work
3yeT,call
3ayyaT,call
3eyyeT,call
khass,need
5ass,need
khess,need
7ess,feel
7ass,feel
hass,feel
wlla,become
wella,become
7TT,put
7aTT,put
7aT,put
hatt,put
3na,mean
bda,begin
khss,should
l9a,find
lga,find
lqa,find
3jb,like
3jeb,like
3jab,like
khbr,tell
khber,tell
5br,tell
5ber,tell
3awn,help
3awen,help
aawen,help
3t9,help
3te9,help
wjjd,prepare
wjjed,prepare
wajjad,prepare
2amn,believe
aamn,believe
7awl,try
7awel,try
hawel,try
jrrb,try
jarreb,try
jerreb,try
swwl,ask
swwel,ask
sawwel,ask
tfkkr,remember
tfekker,remember
tfakkar,remember
mcha,leave
byyen,show
beyyen,show
biyyen,show
l3b,play
l3eb,play
l3ab,play
jra,run
jrra,run
jerra,run
jarra,run
9ra,read
qra,read
bda,start
sala,finish
9TT3,cut
9aTTe3,cut
qattaa,cut
8Dr,talk
8Der,talk
8Dar,talk
hDar,talk
hder,talk
chker,thank
chkar,thank
chkor,thank
bddel,change
bddal,change
kmmel,continue
kmmal,continue
ftarD,suppose
tmnna,wish
tmenna,wish
tb3,follow
tbe3,follow
tba3,follow
9bl,accept
9bel,accept
9bel,accept
rfD,reject
rfaD,reject
rfeD,reject
w93,happen
w9e3,happen
w9e3,happen
gls,sit down
gles,sit down
glas,sit down
rb7,win
rbe7,win
rba7,win
zad,add
t3llm,learn
t3allam,learn
t3ellem,learn
tsnna,wait
sifT,send
SifT,send
ba3,sell
baa3,sell
chra,buy
7ell,open
7all,open
bna,build
khtar,choose
5tar,choose
wSl,reach
wSal,reach
wSel,reach
9rrer,decide
9arrar,decide
9arrer,decide
nchT,enjoy
nchaT,enjoy
ncheT,enjoy
tfrrj,watch
itfrrej,watch
tfarraj,watch
khsr,lose
khsar,lose
khser,lose
5ser,lose
tmchcha,walk
tmecha,walk
kbbr,raise
kebber,raise
kabber,raise
tkhyyl,imagine
tkheyyel,imagine
tkhayel,imagine
t5ayyal,imagine
sbbeb,cause
sabbeb,cause
